variable,description
sh327_21,Result code of malaria treatment and referral
sh327_22,Result code of malaria treatment and referral
sh327_23,Result code of malaria treatment and referral
sh327_24,Result code of malaria treatment and referral
shroug_01,Result of Vaccination test : measles
shroug_02,Result of Vaccination test : measles
shroug_03,Result of Vaccination test : measles
shroug_04,Result of Vaccination test : measles
shroug_05,Result of Vaccination test : measles
shroug_06,Result of Vaccination test : measles
shroug_07,Result of Vaccination test : measles
shroug_08,Result of Vaccination test : measles
shroug_09,Result of Vaccination test : measles
shroug_10,Result of Vaccination test : measles
shroug_11,Result of Vaccination test : measles
shroug_12,Result of Vaccination test : measles
shroug_13,Result of Vaccination test : measles
shroug_14,Result of Vaccination test : measles
shroug_15,Result of Vaccination test : measles
shroug_16,Result of Vaccination test : measles
shroug_17,Result of Vaccination test : measles
shroug_18,Result of Vaccination test : measles
shroug_19,Result of Vaccination test : measles
shroug_20,Result of Vaccination test : measles
shroug_21,Result of Vaccination test : measles
shroug_22,Result of Vaccination test : measles
shroug_23,Result of Vaccination test : measles
shroug_24,Result of Vaccination test : measles
shorei_01,Result of Vaccination test : mumps
shorei_02,Result of Vaccination test : mumps
shorei_03,Result of Vaccination test : mumps
shorei_04,Result of Vaccination test : mumps
shorei_05,Result of Vaccination test : mumps
shorei_06,Result of Vaccination test : mumps
shorei_07,Result of Vaccination test : mumps
shorei_08,Result of Vaccination test : mumps
shorei_09,Result of Vaccination test : mumps
shorei_10,Result of Vaccination test : mumps
shorei_11,Result of Vaccination test : mumps
shorei_12,Result of Vaccination test : mumps
shorei_13,Result of Vaccination test : mumps
shorei_14,Result of Vaccination test : mumps
shorei_15,Result of Vaccination test : mumps
shorei_16,Result of Vaccination test : mumps
shorei_17,Result of Vaccination test : mumps
shorei_18,Result of Vaccination test : mumps
shorei_19,Result of Vaccination test : mumps
shorei_20,Result of Vaccination test : mumps
shorei_21,Result of Vaccination test : mumps
shorei_22,Result of Vaccination test : mumps
shorei_23,Result of Vaccination test : mumps
shorei_24,Result of Vaccination test : mumps
shrube_01,Result of Vaccination test : rubella
shrube_02,Result of Vaccination test : rubella
shrube_03,Result of Vaccination test : rubella
shrube_04,Result of Vaccination test : rubella
shrube_05,Result of Vaccination test : rubella
shrube_06,Result of Vaccination test : rubella
shrube_07,Result of Vaccination test : rubella
shrube_08,Result of Vaccination test : rubella
shrube_09,Result of Vaccination test : rubella
shrube_10,Result of Vaccination test : rubella
shrube_11,Result of Vaccination test : rubella
shrube_12,Result of Vaccination test : rubella
shrube_13,Result of Vaccination test : rubella
shrube_14,Result of Vaccination test : rubella
shrube_15,Result of Vaccination test : rubella
shrube_16,Result of Vaccination test : rubella
shrube_17,Result of Vaccination test : rubella
shrube_18,Result of Vaccination test : rubella
shrube_19,Result of Vaccination test : rubella
shrube_20,Result of Vaccination test : rubella
shrube_21,Result of Vaccination test : rubella
shrube_22,Result of Vaccination test : rubella
shrube_23,Result of Vaccination test : rubella
shrube_24,Result of Vaccination test : rubella
shvari_01,Result of Vaccination test : chickenpox
shvari_02,Result of Vaccination test : chickenpox
shvari_03,Result of Vaccination test : chickenpox
shvari_04,Result of Vaccination test : chickenpox
shvari_05,Result of Vaccination test : chickenpox
shvari_06,Result of Vaccination test : chickenpox
shvari_07,Result of Vaccination test : chickenpox
shvari_08,Result of Vaccination test : chickenpox
shvari_09,Result of Vaccination test : chickenpox
shvari_10,Result of Vaccination test : chickenpox
shvari_11,Result of Vaccination test : chickenpox
shvari_12,Result of Vaccination test : chickenpox
shvari_13,Result of Vaccination test : chickenpox
shvari_14,Result of Vaccination test : chickenpox
shvari_15,Result of Vaccination test : chickenpox
shvari_16,Result of Vaccination test : chickenpox
shvari_17,Result of Vaccination test : chickenpox
shvari_18,Result of Vaccination test : chickenpox
shvari_19,Result of Vaccination test : chickenpox
shvari_20,Result of Vaccination test : chickenpox
shvari_21,Result of Vaccination test : chickenpox
shvari_22,Result of Vaccination test : chickenpox
shvari_23,Result of Vaccination test : chickenpox
shvari_24,Result of Vaccination test : chickenpox
shteta_01,Result of Vaccination test : tetanus
shteta_02,Result of Vaccination test : tetanus
shteta_03,Result of Vaccination test : tetanus
shteta_04,Result of Vaccination test : tetanus
shteta_05,Result of Vaccination test : tetanus
shteta_06,Result of Vaccination test : tetanus
shteta_07,Result of Vaccination test : tetanus
shteta_08,Result of Vaccination test : tetanus
shteta_09,Result of Vaccination test : tetanus
shteta_10,Result of Vaccination test : tetanus
shteta_11,Result of Vaccination test : tetanus
shteta_12,Result of Vaccination test : tetanus
shteta_13,Result of Vaccination test : tetanus
shteta_14,Result of Vaccination test : tetanus
shteta_15,Result of Vaccination test : tetanus
shteta_16,Result of Vaccination test : tetanus
shteta_17,Result of Vaccination test : tetanus
shteta_18,Result of Vaccination test : tetanus
shteta_19,Result of Vaccination test : tetanus
shteta_20,Result of Vaccination test : tetanus
shteta_21,Result of Vaccination test : tetanus
shteta_22,Result of Vaccination test : tetanus
shteta_23,Result of Vaccination test : tetanus
shteta_24,Result of Vaccination test : tetanus
ha0_1,Index to Household Schedule
ha0_2,Index to Household Schedule
ha0_3,Index to Household Schedule
ha0_4,Index to Household Schedule
ha0_5,Index to Household Schedule
ha0_6,Index to Household Schedule
ha0_7,Index to Household Schedule
ha0_8,Index to Household Schedule
ha1_1,Woman's age in years
ha1_2,Woman's age in years
ha1_3,Woman's age in years
ha1_4,Woman's age in years
ha1_5,Woman's age in years
ha1_6,Woman's age in years
ha1_7,Woman's age in years
ha1_8,Woman's age in years
ha2_1,Woman's weight in kilograms (1 decimal)
ha2_2,Woman's weight in kilograms (1 decimal)
ha2_3,Woman's weight in kilograms (1 decimal)
ha2_4,Woman's weight in kilograms (1 decimal)
ha2_5,Woman's weight in kilograms (1 decimal)
ha2_6,Woman's weight in kilograms (1 decimal)
ha2_7,Woman's weight in kilograms (1 decimal)
ha2_8,Woman's weight in kilograms (1 decimal)
ha3_1,Woman's height in centimeters (1 decimal)
ha3_2,Woman's height in centimeters (1 decimal)
ha3_3,Woman's height in centimeters (1 decimal)
ha3_4,Woman's height in centimeters (1 decimal)
ha3_5,Woman's height in centimeters (1 decimal)
ha3_6,Woman's height in centimeters (1 decimal)
ha3_7,Woman's height in centimeters (1 decimal)
ha3_8,Woman's height in centimeters (1 decimal)
ha4_1,Height/Age percentile
ha4_2,Height/Age percentile
ha4_3,Height/Age percentile
ha4_4,Height/Age percentile
ha4_5,Height/Age percentile
ha4_6,Height/Age percentile
ha4_7,Height/Age percentile
ha4_8,Height/Age percentile
ha5_1,Height/Age standard deviation
ha5_2,Height/Age standard deviation
ha5_3,Height/Age standard deviation
ha5_4,Height/Age standard deviation
ha5_5,Height/Age standard deviation
ha5_6,Height/Age standard deviation
ha5_7,Height/Age standard deviation
ha5_8,Height/Age standard deviation
ha6_1,Height/Age percent ref. median
ha6_2,Height/Age percent ref. median
ha6_3,Height/Age percent ref. median
ha6_4,Height/Age percent ref. median
ha6_5,Height/Age percent ref. median
ha6_6,Height/Age percent ref. median
ha6_7,Height/Age percent ref. median
ha6_8,Height/Age percent ref. median
ha11_1,Weight/Height standard deviation (DHS)
ha11_2,Weight/Height standard deviation (DHS)
ha11_3,Weight/Height standard deviation (DHS)
ha11_4,Weight/Height standard deviation (DHS)
ha11_5,Weight/Height standard deviation (DHS)
ha11_6,Weight/Height standard deviation (DHS)
ha11_7,Weight/Height standard deviation (DHS)
ha11_8,Weight/Height standard deviation (DHS)
ha12_1,Weight/Height percent ref. median (DHS)
ha12_2,Weight/Height percent ref. median (DHS)
ha12_3,Weight/Height percent ref. median (DHS)
ha12_4,Weight/Height percent ref. median (DHS)
ha12_5,Weight/Height percent ref. median (DHS)
ha12_6,Weight/Height percent ref. median (DHS)
ha12_7,Weight/Height percent ref. median (DHS)
ha12_8,Weight/Height percent ref. median (DHS)
ha12a_1,Weight/Height percent ref. median (Fog)
ha12a_2,Weight/Height percent ref. median (Fog)
ha12a_3,Weight/Height percent ref. median (Fog)
ha12a_4,Weight/Height percent ref. median (Fog)
ha12a_5,Weight/Height percent ref. median (Fog)
ha12a_6,Weight/Height percent ref. median (Fog)
ha12a_7,Weight/Height percent ref. median (Fog)
ha12a_8,Weight/Height percent ref. median (Fog)
ha12b_1,Weight/Height percent ref. median (WHO)
ha12b_2,Weight/Height percent ref. median (WHO)
ha12b_3,Weight/Height percent ref. median (WHO)
ha12b_4,Weight/Height percent ref. median (WHO)
ha12b_5,Weight/Height percent ref. median (WHO)
ha12b_6,Weight/Height percent ref. median (WHO)
ha12b_7,Weight/Height percent ref. median (WHO)
ha12b_8,Weight/Height percent ref. median (WHO)
ha13_1,Result of measurement - height/weight
ha13_2,Result of measurement - height/weight
ha13_3,Result of measurement - height/weight
ha13_4,Result of measurement - height/weight
ha13_5,Result of measurement - height/weight
ha13_6,Result of measurement - height/weight
ha13_7,Result of measurement - height/weight
ha13_8,Result of measurement - height/weight
ha32_1,Date of birth (CMC)
ha32_2,Date of birth (CMC)
ha32_3,Date of birth (CMC)
ha32_4,Date of birth (CMC)
ha32_5,Date of birth (CMC)
ha32_6,Date of birth (CMC)
ha32_7,Date of birth (CMC)
ha32_8,Date of birth (CMC)
ha33_1,Completeness of HA32 information
ha33_2,Completeness of HA32 information
ha33_3,Completeness of HA32 information
ha33_4,Completeness of HA32 information
ha33_5,Completeness of HA32 information
ha33_6,Completeness of HA32 information
ha33_7,Completeness of HA32 information
ha33_8,Completeness of HA32 information
ha35_1,Smoking (cigarettes in last 24 hours)
ha35_2,Smoking (cigarettes in last 24 hours)
ha35_3,Smoking (cigarettes in last 24 hours)
ha35_4,Smoking (cigarettes in last 24 hours)
ha35_5,Smoking (cigarettes in last 24 hours)
ha35_6,Smoking (cigarettes in last 24 hours)
ha35_7,Smoking (cigarettes in last 24 hours)
ha35_8,Smoking (cigarettes in last 24 hours)
ha40_1,Body Mass Index
ha40_2,Body Mass Index
ha40_3,Body Mass Index
